Family,Species,Author,Information,Occurrence,"Common names",Abundance,"Max. Length",Maturity,Remark,Picture
Labridae,"Halichoeres biocellatus","Schultz, 1960"," M",native," False-eyed wrasse (English)",,"12.00 cm TL male/unsexed ",,"Known from Flores. Also recorded from Raja Ampat Islands, Bali, Komodo, Manado and vicinity; with an Indonesian distribution from Papua to Bali and Sulawesi (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Habio_u2.jpg"", ""Open image"")"
Labridae,"Halichoeres chlorocephalus","Kuiter & Randall, 1995"," M",native,,,"7.50 cm SL male/unsexed ",,"Recorded from Togean and Banggai Islands (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hachl_m0.jpg"", ""Open image"")"
Labridae,"Halichoeres chloropterus","(Bloch, 1791)"," M",native," Java wrasse (English), Keling hijau (Malay), Dark-blotch wrasse (English)",,"19.00 cm SL male/unsexed ",,"Known from Bali (Ref. 8631). Also recorded from Raja Ampat Islands, Maumere Bay, Komodo, Manado and vicinity, Pulau Seribu, Pulau Bintan, Togean and Banggai Islands, Sangalakki Island (Ref. 47567). Also Ref. 9137, 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hachl_u7.jpg"", ""Open image"")"
Labridae,"Halichoeres chrysus","Randall, 1981"," M",native," Keling kuning (Malay), Golden rainbow fish (English), Yellow wrasse (English)",,"12.00 cm TL male/unsexed ",,"Known from Bali (Ref. 8631, 47567, 48636) and Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Maumere Bay, Komodo, Manado and vicinity,Togean and Banggai Islands; with an Indonesian distribution from Papua to Komodo and Sulawesi (Ref. 47567). Known from Java (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hachr_u4.jpg"", ""Open image"")"
Labridae,"Halichoeres claudia","Randall & Rocha, 2009"," M",native,,,"8.80 cm SL male/unsexed ;5.60 cm SL female ",,"Known from Flores and Banda seas (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Haorn_u2.jpg"", ""Open image"")"
Labridae,"Halichoeres cosmetus","Randall & Smith, 1982"," M",native,,,"13.00 cm TL male/unsexed ",,"Recorded from Pulau Weh, Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hacos_m2.jpg"", ""Open image"")"
Labridae,"Halichoeres erdmanni","Randall & Allen, 2010"," M",native,,,"7.22 cm SL male/unsexed ;5.88 cm SL female ",,"Known from Berau Bay, West Papua (Ref. 88079). Also known from Sumatra (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Haerd_f0.jpg"", ""Open image"")"
Labridae,"Halichoeres hartzfeldii","(Bleeker, 1852)"," M",native," Orange-line wrasse (English)",,"18.00 cm TL male/unsexed ",,"Type locality: Ambon (Ref. 48636). From Bali Strait to Timor Sea (Ref. 8631, 47567) and Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Manado and vicinity, Togean and Banggai Islands; with an Indonesian distribution from Papua to Komodo and Sulawesi (Ref. 47567). Museum: BMNH 1984.1.1.84 (TGT935). Also Ref. 8631.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hahar_m0.jpg"", ""Open image"")"
Labridae,"Halichoeres hortulanus","(Lacepède, 1801)"," M",native," Badar (Bahasa Indonesia), Keling perak (Malay), Pello batu (Bajo), Pello igabuku (Bajo), Checkerboard wrasse (English), Pilo babi (Malay), Tanggili (Palo), Tanggili olo (Palo)",,"27.00 cm TL male/unsexed ",,"Known from Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Bali, Komodo, Maumere Bay, Manado and vicinity, Pulau Seribu, Pulau Bintan, Sangalakki Island, Togean and Banggai Islands and Pulau Weh; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hahor_u0.jpg"", ""Open image"")"
Labridae,"Halichoeres kallochroma","(Bleeker, 1853)"," M",native," Pink-snout wrasse (English)",,"12.00 cm TL male/unsexed ",,"Occurs in the Mentawai Islands. Type locality: Priaman, Sumatra. Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hakal_m0.jpg"", ""Open image"")"
Labridae,"Halichoeres kneri","Bleeker, 1862"," M",native," Kner's wrasse (English)",,"10.00 cm TL male/unsexed ",,"Known from eastern Sumatra, Java Sea, Kalimantan and eastern Sulawesi (Ref. 90102).","No picture yet."
Labridae,"Halichoeres leucoxanthus","Randall & Smith, 1982"," M",native," Lemon meringue wrasse (English)",,"12.00 cm TL male/unsexed ",,"Type locality: Java (Ref. 48636). Recorded from Pulau Weh; with an Indonesian distribution from Java to western Sumatra (Ref. 47567). Also Ref. 9710. Also known from Bali (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Haleu_u6.jpg"", ""Open image"")"
Labridae,"Halichoeres leucurus","(Walbaum, 1792)"," M",native," Grey-head wrasse (English), Grey-head wrasse (English)",,"13.00 cm TL male/unsexed ",,"Occurs in Flores (Ref. 34765, 47567), Raja Ampat Islands, Bali, Komodo, Pulau Seribu, Pulau Bintan, Sangalakki Island, Togean and Banggai Islands, and Pulau Weh; with an Indonesian distribution from Java to W. Sumatra (Ref. 47567); including Mentawai Islands (Ref. 27157). Also Ref. 8631, 6023, 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Haleu_f0.jpg"", ""Open image"")"
Labridae,"Halichoeres margaritaceus","(Valenciennes, 1839)"," M",native," Pearly wrasse (English)",,"12.50 cm SL male/unsexed ",,"From Bali Strait to Timor Sea. Also recorded from Raja Ampat Islands, Manado and vicinity, Sangalakki Island, Togean and Banggai Islands (Ref. 47567). Museum: LPPL JIF120 (TGT3063). Also Ref. 8631, 48636. Known from Sumatra (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hamar_m1.jpg"", ""Open image"")"
Labridae,"Halichoeres marginatus","Rüppell, 1835"," M",native," Bayeman (Malay), Dusky wrasse (English)",,"18.00 cm TL male/unsexed ",,"Known from Flores (Ref. 8631, 47567) and Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Bali, Komodo, Manado and vicinity, Pulau Seribu, Pulau Bintan, Sangalakki Island, Togean and Banggai Islands and Pulau Weh (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hamar_u2.jpg"", ""Open image"")"
Labridae,"Halichoeres melanochir","Fowler & Bean, 1928"," M",native," Orange-fin wrasse (English)",,"18.00 cm TL male/unsexed ",,"Recorded from Raja Ampat Islands, Manado and vicinity and Pulau Bintan; with an Indonesian distribution from Papua to Riau Islands (Ref. 47567). Also recorded from northern Sulawesi to Bali (Ref. 48636).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hamel_u2.jpg"", ""Open image"")"
Labridae,"Halichoeres melanurus","(Bleeker, 1851)"," M",native," Hoeven's wrasse (English), Koja (Malay)",,"14.00 cm TL male/unsexed ",,"Type locality of Halichoeres melanurus, Banda Neira, Banda Is. (Ref. 90102). Also known from Mentawai Islands (Ref. 27157), Raja Ampat Islands, Bali, Maumere Bay, Komodo, Sangalakki Island, Togean and Banggai Islands; with an Indonesian distribution from Papua to Kalimantan (Ref. 47567). Also Ref. 8631.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hamel_t0.jpg"", ""Open image"")"
Labridae,"Halichoeres melasmapomus","Randall, 1981"," M",native,,,"24.00 cm TL male/unsexed ",,"Known from Flores (Ref. 8631, 47567). Also recorded from Raja Ampat Islands, Bali, Togean and Banggai Islands (Ref. 47567). Known from Java and north-east Kalimantan to West Papua (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hamel_u6.jpg"", ""Open image"")"
Labridae,"Halichoeres miniatus","(Valenciennes, 1839)"," M",native," Cheek-ring wrasse (English)",,"14.00 cm TL male/unsexed ",,"Type locality: Java (Ref. 48636). Known from Bali and Flores (Ref. 8631, 47567). Also recorded from Raja Ampat Islands, Manado and vicinity, Pulau Bintan, Togean and Banggai Islands; with an Indonesian distribution from Papua to Bali and N. Sulawesi (Ref. 47567). Also Ref. 83900.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hamin_u4.jpg"", ""Open image"")"
Labridae,"Halichoeres nebulosus","(Valenciennes, 1839)"," M",native," Clouded wrasse (English)",,"12.00 cm TL male/unsexed ",,"Known from Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Bali, Maumere Bay, Komodo, Sangalakki Island, Togean and Banggai Islands and Pulau Weh; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Museum: NTM S.10734-010, from Bali Strait to Timor Sea (Ref. 5978). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Haneb_u3.jpg"", ""Open image"")"
Labridae,"Halichoeres nigrescens","(Bloch & Schneider, 1801)"," M",native," Belodok karang (Malay), Dussumier's wrasse (English)",,"14.60 cm TL male/unsexed ",,"Type locality: Java (Ref. 48636). Known from Bali. Endemic: Bali to Sumatra and N. Sulawesi ( Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hanig_ub.jpg"", ""Open image"")"
Labridae,"Halichoeres ornatissimus","(Garrett, 1863)"," M",native," Ornate wrasse (English)",,"18.00 cm TL male/unsexed ",,"Recorded from Maumere Bay, Komodo, Manado and vicinity, Togean and Banggai Islands and Pulau Weh; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Haorn_m1.jpg"", ""Open image"")"
Labridae,"Halichoeres pallidus","Kuiter & Randall, 1995"," M",native," Babi wrasse (English)",,"10.00 cm TL male/unsexed ",,"Type locality: Gunung Api (Ref. 48636). Occurs in eastern Indonesia (Ref. 34765). With an Indonesian distribution from Papua to Sumbawa (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hapal_u1.jpg"", ""Open image"")"
Labridae,"Halichoeres papilionaceus","(Valenciennes, 1839)"," M",native," Schwatz's wrasse (English)",,"12.00 cm TL male/unsexed ",,"Known from Sumatra (Ref. 34765). Also recorded from Raja Ampat Islands, Bali, Maumere Bay, Sangalakki Island, Togean and Banggai Islands; with an Indonesian distribution from Papua to Kalimantan (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hapap_u2.jpg"", ""Open image"")"
Labridae,"Halichoeres pardaleocephalus","(Bleeker, 1849)"," M",native,,,"11.20 cm SL male/unsexed ",,"Type locality: Boleling, northern Bali, Indonesia (Ref. 35918). With an Indonesian distribution from Bali and Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hapar_u2.jpg"", ""Open image"")"
Labridae,"Halichoeres podostigma","(Bleeker, 1854)"," M",native," Green-tail wrasse (English)","common (usually seen)","18.50 cm SL male/unsexed ",,"Type locality, Larantuka, Flores. Known from Ambon and Bali. Also recorded from Raja Ampat Islands, Komodo, Manado and vicinity, Sangalakki Island, Togean and Banggai Islands; with an Indonesian distribution from Papua to Kalimantan (Ref. 47567). Also Ref. 8631, 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hapod_u1.jpg"", ""Open image"")"
Labridae,"Halichoeres prosopeion","(Bleeker, 1853)"," M",native," Half-grey wrasse (English)",,"13.00 cm SL male/unsexed ",,"Type locality, Ambon. Known from Flores. Also recorded from Raja Ampat Islands, Bali, Manado and vicinity, Sangalakki Island, Togean and Banggai Islands; with an Indonesian distribution from Papua to Kalimantan (Ref. 47567). Also Ref. 8631, 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hapro_u2.jpg"", ""Open image"")"
Labridae,"Halichoeres richmondi","Fowler & Bean, 1928"," M",native," Chain-lined wrasse (English)",,"19.00 cm TL male/unsexed ",,"Known from Java, Moluccas, Ambon, and Flores. Also recorded from Raja Ampat Islands, Bali, Togean and Banggai Islands; with an Indonesian distribution from Papua to Java (Ref. 47567). Also Ref. 5439, 8631, 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Haric_m2.jpg"", ""Open image"")"
Labridae,"Halichoeres rubricephalus","Kuiter & Randall, 1995"," M",native," Red-head wrasse (English), Redhead wrasse (English)",,"10.00 cm TL male/unsexed ",,"Type locality: Wair Bleler Reef, Flores, Indonesia, 8°36'10""S, 122°25'30""E, 30 m (Ref. 36566, 48636). Endemic: Flores and Banggai Islands (Ref. 47567). Also known from Maumer Bay, Flores; Halmahera; Togean Islands, Sulawesi; and Raja Ampat Islands and Cenderawasih Bay, West Papua (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Harub_m0.jpg"", ""Open image"")"
Labridae,"Halichoeres scapularis","(Bennett, 1832)"," M",native," Zigzag wrasse (English), Pilo (Malay), Pello alo (Bajo), Tanggili (Palo)",,"20.00 cm TL male/unsexed ",,"Known from Bali (Ref. 8631, 47567) and Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Maumere Bay, Komodo, Manado and vicinity, Pulau Seribu, Sangalakki Island, Togean and Banggai Islands and Pulau Weh; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hasca_m5.jpg"", ""Open image"")"
Labridae,"Halichoeres solorensis","(Bleeker, 1853)"," M",native," Solor wrasse (English)",,"18.00 cm TL male/unsexed ",,"Type locality: Solor (Ref. 48636). From Flores (Ref. 8631, 47567). Also recorded from Raja Ampat Islands, Bali, Komodo, Manado and vicinity, Togean and Banggai Islands; with an Indonesian distribution from Papua to Bali and N. Sulawesi (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hasol_m0.jpg"", ""Open image"")"
Labridae,"Halichoeres timorensis","(Bleeker, 1852)"," M",native," Timor wrasse (English)",,"12.00 cm TL male/unsexed ",,"Type locality: Timor (Ref. 48636). Known from Bali (Ref. 8631). Also recorded from Maumere Bay, Komodo and Manado and vicinity; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also known from Aru lslands (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hatim_m0.jpg"", ""Open image"")"
Labridae,"Halichoeres trimaculatus","(Quoy & Gaimard, 1834)"," M",native," Three-spot wrasse (English)",,"27.00 cm TL male/unsexed ",,"Known from Mentawai Islands (Ref. 27157). Also recorded from Bali, Maumere Bay, Komodo, Sangalakki Island, Togean and Banggai Islands; with an Indonesian distribution from Papua to Kalimantan (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hatri_m0.jpg"", ""Open image"")"
Labridae,"Halichoeres trispilus","Randall & Smith, 1982"," M",native," White wrasse (English)",,"9.50 cm TL male/unsexed ",,"Recorded from Pulau Weh; with an Indonesian distribution from Java and W. Sumatra (Ref. 47567, 48636).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hatri_u7.jpg"", ""Open image"")"
Labridae,"Halichoeres vrolikii","(Bleeker, 1855)"," M",native,,,"13.00 cm TL male/unsexed ",,"Known from Moluccas (Ref. 9710) and Mentawai Islands (Ref. 27157).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Havro_m0.jpg"", ""Open image"")"
Labridae,"Halichoeres zeylonicus","(Bennett, 1833)"," M",native," Sri Lankan wrasse (English)",,"20.00 cm TL male/unsexed ",,"Recorded from Bali, Pulau Seribu and Pulau Weh; with an Indonesian distribution from Bali to Sumatra (Ref. 47567). Also Ref. 48636. Known from western Indonesia (western Sumatra and Java) (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hazey_m0.jpg"", ""Open image"")"
Labridae,"Hemigymnus fasciatus","(Bloch, 1792)"," M",native," Kenari model (Malay), Banded thicklip (English), Barred thicklip (English), Kenaren (Javanese), Kenari (Malay)",,"30.00 cm TL male/unsexed ",,"Known from Bali and Flores (Ref. 8631, 47567) and Mentawai Islands (Ref. 27157). Also recorded from Raja Ampat Islands, Komodo, Manado and vicinity, Togean and Banggai Islands and Pulau Weh (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hefas_f0.jpg"", ""Open image"")"
Labridae,"Hemigymnus melapterus","(Bloch, 1791)"," M",native," Baseparai (Bajo), Half-and-half wrasse (English), Half-half thicklip (English), Kenari (Malay), Kenari biasa (Malay), Melamu (Palo)",,"39.60 cm TL male/unsexed ",,"From Bali Strait to Timor Sea; also known from Mentawai Islands (Ref. 27157, 47567). Also recorded from Raja Ampat Islands, Manado and vicinity, Sangalakki Island, Togean and Banggai Islands (Ref. 47567). Museum: LPPL JIF121 (TGT1551). Also Ref. 8631, 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hemel_u1.jpg"", ""Open image"")"
Labridae,"Hipposcarus harid","(Fabricius, 1775)"," M",native," Kakatua (Malay)",,"75.00 cm TL male/unsexed ",,"Known from Indian Ocean coast of Sumatra and Java (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hihar_u0.jpg"", ""Open image"")"
Labridae,"Hipposcarus longiceps","(Valenciennes, 1840)"," M",native," Red-stripe parrotfish (English), Ulapai (Bajo), Wangu (Palo)",,"60.00 cm TL male/unsexed ",,"Type locality: Waigeo (Ref. 48636). Known from Flores. Also recorded from Raja Ampat Islands, Bali, Komodo, Manado and vicinity, Sangalakki Island, Togean and Banggai Islands; with an Indonesian distribution from Papua to Sumatra (Ref. 47567).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hilon_u3.jpg"", ""Open image"")"
Labridae,"Hologymnosus annulatus","(Lacepède, 1801)"," M",native," Ringed wrasse (English)",,"40.00 cm TL male/unsexed ",,"Recorded from Bali, Maumere Bay, Komodo, Togean and Banggai Islands and Pulau Weh; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hoann_u0.jpg"", ""Open image"")"
Labridae,"Hologymnosus doliatus","(Lacepède, 1801)"," M",native," Narrow-banded wrasse (English)",,"50.00 cm TL male/unsexed ",,"Known from Flores. Also recorded from Raja Ampat Islands, Bali, Komodo, Manado and vicinity, Pulau Bintan, Sangalakki Island, Togean and Banggai Islands and Pulau Weh; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Hodol_u1.jpg"", ""Open image"")"
Labridae,"Hologymnosus rhodonotus","Randall & Yamakawa, 1988"," M",native,,,"32.00 cm TL male/unsexed ",,"From Bali Strait to Timor (Ref. 5978). In range: Ref. 47567. Museum: Bali, BPBM 31973. Also known from Lombok and West Papua (Ref. 90102). Also Ref. 43239.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Horho_f0.jpg"", ""Open image"")"
Labridae,"Iniistius aneitensis","(Günther, 1862)"," M",native," White-blotch razor wrasse (English)",,"24.00 cm TL male/unsexed ",,"Known from Bali (Ref. 8631, 47567). Also recorded from Maumere Bay, Manado and vicinity and Sangalakki Island; with an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also Ref. 48636.","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Xyane_u2.jpg"", ""Open image"")"
Labridae,"Iniistius bimaculatus","(Rüppell, 1829)"," M",native,,,"28.50 cm TL male/unsexed ",,,"=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Xybim_u2.jpg"", ""Open image"")"
Labridae,"Iniistius celebicus","(Bleeker, 1856)"," M",native,,,"16.10 cm SL male/unsexed ",,"With an Indonesian distribution from Papua to Sumatra (Ref. 47567). Also known from Sulawesi (Ref. 90102).","=HYPERLINK(""https://www.fishbase.se/images/thumbnails/jpg/tn_Incel_u0.jpg"", ""Open image"")"
